	vclaim	title
374	Did Megan Rapinoe Wave A ‘Trump 2020’ Flag On The Soccer Field?	Did Megan Rapinoe Wave A ‘Trump 2020’ Flag On The Soccer Field?
375	Did Trump And Jeffrey Epstein Pose For A Picture With A Young Ivanka?	Did Trump And Jeffrey Epstein Pose For A Picture With A Young Ivanka?
376	Did Socrates Say, ‘When The Debate Is Lost, Slander Becomes The Tool Of The Losers’?	Did Socrates Say, ‘When The Debate Is Lost, Slander Becomes The Tool Of The Losers’?
377	No, Ruth Bader Ginsburg Did Not Suffer A ‘Massive Stroke’	No, Ruth Bader Ginsburg Did Not Suffer A ‘Massive Stroke’
378	Does Ocasio-Cortez Want To Repeal Daylight Saving Time To Combat Climate Change?	Does Ocasio-Cortez Want To Repeal Daylight Saving Time To Combat Climate Change?
379	Did Ernest Hemingway Say This Quote About The Difficulty Of Writing?	Did Ernest Hemingway Say This Quote About The Difficulty Of Writing?
380	Did James Madison Say, ‘Cursed Be All That Learning That Is Contrary To The Cross Of Christ’?	Did James Madison Say, ‘Cursed Be All That Learning That Is Contrary To The Cross Of Christ’?
381	Did CS Lewis Say, ‘Humility Isn’t Thinking Less Of Yourself – It’s Thinking Of Yourself Less’?	Did CS Lewis Say, ‘Humility Isn’t Thinking Less Of Yourself – It’s Thinking Of Yourself Less’?
382	Did Edgar Allan Poe Say, ‘I Wish I Could Write As Mysterious As A Cat’?	Did Edgar Allan Poe Say, ‘I Wish I Could Write As Mysterious As A Cat’?
383	Did Patrick Henry Say The US Was Founded On Christianity?	Did Patrick Henry Say The US Was Founded On Christianity?
384	Does This Picture Show Trump With E. Jean Carroll?	Does This Picture Show Trump With E. Jean Carroll?
385	Viral Image Claims To Show The KKK Marching At The 1924 Democratic National Convention	Viral Image Claims To Show The KKK Marching At The 1924 Democratic National Convention
386	Did None Of The Democratic Candidates Wear Flag Pins At The First Debate?	Did None Of The Democratic Candidates Wear Flag Pins At The First Debate?
387	Does This Photo Show Beto O’Rourke With ‘Vegan’ And ‘Queer’ Painted On His Body?	Does This Photo Show Beto O’Rourke With ‘Vegan’ And ‘Queer’ Painted On His Body?
388	Did Benjamin Franklin Say, ‘We Are All Born Ignorant, But One Must Work Hard To Remain Stupid’?	Did Benjamin Franklin Say, ‘We Are All Born Ignorant, But One Must Work Hard To Remain Stupid’?
389	Does This Image Show A Black Soldier Being Lynched In 1919?	Does This Image Show A Black Soldier Being Lynched In 1919?
390	Did George Washington Call Government ‘A Dangerous Servant And A Fearful Master’?	Did George Washington Call Government ‘A Dangerous Servant And A Fearful Master’?
391	Did Sarah Sanders Say She’s ‘Struggling’ To Find A New Job?	Did Sarah Sanders Say She’s ‘Struggling’ To Find A New Job?
392	Did Benjamin Franklin Say, ‘Any Fool Can Criticize, Condemn And Complain’?	Did Benjamin Franklin Say, ‘Any Fool Can Criticize, Condemn And Complain’?
393	Did Eleanor Roosevelt Say, ‘Well-Behaved Women Rarely Make History’?	Did Eleanor Roosevelt Say, ‘Well-Behaved Women Rarely Make History’?
394	Does This Photo Show A Trump Rally In Philadelphia?	Does This Photo Show A Trump Rally In Philadelphia?
395	Did Nelson Mandela Say, ‘Fools Multiply When Wise Men Are Silent’?	Did Nelson Mandela Say, ‘Fools Multiply When Wise Men Are Silent’?
396	Did Winston Churchill Say, ‘Attitude Is A Little Thing That Makes A Big Difference’?	Did Winston Churchill Say, ‘Attitude Is A Little Thing That Makes A Big Difference’?
397	Only Two States Haven’t Sued The Makers Of OxyContin – Is New Jersey One Of Them?	Only Two States Haven’t Sued The Makers Of OxyContin – Is New Jersey One Of Them?
398	‘In Another Life, He Could Be My Son’ – Did Queen Elizabeth Call Trump ‘An Amazing Person’?	‘In Another Life, He Could Be My Son’ – Did Queen Elizabeth Call Trump ‘An Amazing Person’?
399	Does This Picture Show Meghan Markle With George Soros’ Son?	Does This Picture Show Meghan Markle With George Soros’ Son?
400	Did ‘Avengers’ Star Chris Evans Wear A T-Shirt Calling Republican Voters ‘Hate-Filled’?	Did ‘Avengers’ Star Chris Evans Wear A T-Shirt Calling Republican Voters ‘Hate-Filled’?
401	Did NFL Linebacker James Harrison Make This Remark About The Anthem Protests?	Did NFL Linebacker James Harrison Make This Remark About The Anthem Protests?
402	Did Trump Say, ‘Would You Really Want A President Who Was Dumb Enough To Let Himself Get Drafted’?	Did Trump Say, ‘Would You Really Want A President Who Was Dumb Enough To Let Himself Get Drafted’?
403	‘The Level Of Corruption Being Uncovered Right Now Will Rock The Nation’ – Did Steve Bannon Predict Jail Time For Obama Officials?	‘The Level Of Corruption Being Uncovered Right Now Will Rock The Nation’ – Did Steve Bannon Predict Jail Time For Obama Officials?
404	Are George Soros And Adam Schiff In-Laws?	Are George Soros And Adam Schiff In-Laws?
405	Did Trump Say, ‘Being An Atheist Gives Me An Edge In Every Deal’?	Did Trump Say, ‘Being An Atheist Gives Me An Edge In Every Deal’?
406	‘That’s Just Human Nature’ – Did Dianne Feinstein Say This Quote About Gun Control?	‘That’s Just Human Nature’ – Did Dianne Feinstein Say This Quote About Gun Control?
407	‘Democracy Is Two Wolves And A Lamb Voting On What To Have For Lunch’ – Did Ben Franklin Say This Quote?	‘Democracy Is Two Wolves And A Lamb Voting On What To Have For Lunch’ – Did Ben Franklin Say This Quote?
408	Did Thomas Jefferson Say, ‘Most Bad Government Has Grown Out Of Too Much Government’?	Did Thomas Jefferson Say, ‘Most Bad Government Has Grown Out Of Too Much Government’?
409	Did Ocasio-Cortez Say Time Zones Will Protect The US From Chinese Missiles?	Did Ocasio-Cortez Say Time Zones Will Protect The US From Chinese Missiles?
410	Did Winston Churchill Author This Quote About How Fast Lies Travel?	Did Winston Churchill Author This Quote About How Fast Lies Travel?
411	Did Ben Carson Call Homelessness ‘A Gift From Heaven’?	Did Ben Carson Call Homelessness ‘A Gift From Heaven’?
412	Does This Photo Show ‘Women Of The Democrat Party’ In KKK Robes?	Does This Photo Show ‘Women Of The Democrat Party’ In KKK Robes?
413	Did Jodie Foster Say That Attacking The Rich Is ‘Self-Defense’?	Did Jodie Foster Say That Attacking The Rich Is ‘Self-Defense’?
414	‘Just Like Our Founders Meant It To Be’ – Did Eric Trump Say The President Should Be Able To Hand Pick Members Of Congress?	‘Just Like Our Founders Meant It To Be’ – Did Eric Trump Say The President Should Be Able To Hand Pick Members Of Congress?
415	Was There A Communications Blackout In DC During George Floyd Protests On June 1?	Was There A Communications Blackout In DC During George Floyd Protests On June 1?
416	Does Coronavirus Have HIV Proteins That Indicate It Was Genetically Modified?	Does Coronavirus Have HIV Proteins That Indicate It Was Genetically Modified?
417	Video Claims To Show Bill Gates Presenting About A Vaccine For Religious Fundamentalism At The Pentagon	Video Claims To Show Bill Gates Presenting About A Vaccine For Religious Fundamentalism At The Pentagon
418	Has The Madagascan President Called For African Countries To Leave The WHO?	Has The Madagascan President Called For African Countries To Leave The WHO?
419	Viral Image Claims MSNBC Aired ‘World War Z’ Clip During George Floyd Protest Coverage	Viral Image Claims MSNBC Aired ‘World War Z’ Clip During George Floyd Protest Coverage
420	Viral Video Claims To Show SUV Driving Through A Minneapolis Mall During George Floyd Protests	Viral Video Claims To Show SUV Driving Through A Minneapolis Mall During George Floyd Protests
421	Does The TRACE Act Allow The Government To Enter Homes, Test And Remove Family Members For COVID-19 Quarantine?	Does The TRACE Act Allow The Government To Enter Homes, Test And Remove Family Members For COVID-19 Quarantine?
422	Did Nigeria Lose 700 Billion Naira From A Coronavirus Relief Fund In A Fire?	Did Nigeria Lose 700 Billion Naira From A Coronavirus Relief Fund In A Fire?
423	Does This Video Show People In India Throwing Religious Statues Into A River During The COVID-19 Pandemic?	Does This Video Show People In India Throwing Religious Statues Into A River During The COVID-19 Pandemic?
424	Have Fewer Than 5,000 Doctors And Nurses Tested Positive For COVID-19 In The US?	Have Fewer Than 5,000 Doctors And Nurses Tested Positive For COVID-19 In The US?
425	Has Trump Ordered American Politicians And Other ‘High Level’ Prisoners Be Sent To Guantanamo Bay?	Has Trump Ordered American Politicians And Other ‘High Level’ Prisoners Be Sent To Guantanamo Bay?
426	Did Bill Gates Admit A COVID-19 Vaccine Might Kill Nearly 1 Million People?	Did Bill Gates Admit A COVID-19 Vaccine Might Kill Nearly 1 Million People?
427	Does This Photo Show Michigan Gov Gretchen Whitmer Violating Social Distancing Rules On Mackinac Island?	Does This Photo Show Michigan Gov Gretchen Whitmer Violating Social Distancing Rules On Mackinac Island?
428	Viral Post Falsely Claims Coronavirus Is A Bacterium ‘Easily’ Treated With Aspirin And Coagulants	Viral Post Falsely Claims Coronavirus Is A Bacterium ‘Easily’ Treated With Aspirin And Coagulants
429	Have Bill Gates, Anthony Fauci, The WHO And Others Been Charged With War Crimes?	Have Bill Gates, Anthony Fauci, The WHO And Others Been Charged With War Crimes?
430	Image Claims To Show People Driving A Stolen Children’s Train During Minneapolis Protests	Image Claims To Show People Driving A Stolen Children’s Train During Minneapolis Protests
431	Does HR 6666 Require Microchips To Be Secretly Implanted During COVID-19 Tests?	Does HR 6666 Require Microchips To Be Secretly Implanted During COVID-19 Tests?
432	‘Aside From Work, I Have A Little Joy’ – Are These The Final Words Of A Billionaire Named Steve Gouves?	‘Aside From Work, I Have A Little Joy’ – Are These The Final Words Of A Billionaire Named Steve Gouves?
433	Are Bill Gates And The Coronavirus On The Australian $10 Banknote?	Are Bill Gates And The Coronavirus On The Australian $10 Banknote?
434	Did The Surgeon General Say Face Masks Can Make People Sick From ‘Prolonged Breathing Of CO2’?	Did The Surgeon General Say Face Masks Can Make People Sick From ‘Prolonged Breathing Of CO2’?
435	Did The Madagascan President Say The WHO Offered Him A $20 Million Bribe?	Did The Madagascan President Say The WHO Offered Him A $20 Million Bribe?
436	Does This Photo Show Former Minneapolis Cop Derek Chauvin Wearing A ‘Make Whites Great Again’ Hat?	Does This Photo Show Former Minneapolis Cop Derek Chauvin Wearing A ‘Make Whites Great Again’ Hat?
437	Did Ron Howard Write An Open Letter On What It Means To Be Liberal?	Did Ron Howard Write An Open Letter On What It Means To Be Liberal?
438	Did The Canadian Government Include Black Rifle Coffee Company Products In Its Recent Assault-Style Weapons Ban?	Did The Canadian Government Include Black Rifle Coffee Company Products In Its Recent Assault-Style Weapons Ban?
439	‘Let’s All Drink To Lockdown’ – Did Pam Ayres Write This Poem About The Coronavirus?	‘Let’s All Drink To Lockdown’ – Did Pam Ayres Write This Poem About The Coronavirus?
440	‘Its Time To Put That Damn Thing In A Shredder’ – Did Michigan Gov Gretchen Whitmer Say This Quote About The Constitution?	‘Its Time To Put That Damn Thing In A Shredder’ – Did Michigan Gov Gretchen Whitmer Say This Quote About The Constitution?
441	Did Mitt Romney Endorse Joe Biden For President?	Did Mitt Romney Endorse Joe Biden For President?
442	Did Donald Trump Tweet, ‘America Is Now Great Do To My Sacrifices’?	Did Donald Trump Tweet, ‘America Is Now Great Do To My Sacrifices’?
443	Did Donald Trump Tweet, ‘There Are Still More People Alive Then Dead’?	Did Donald Trump Tweet, ‘There Are Still More People Alive Then Dead’?
444	Does This Photo Show Michigan Gov Gretchen Whitmer Violating Social Distancing Rules For A Beer Tasting?	Does This Photo Show Michigan Gov Gretchen Whitmer Violating Social Distancing Rules For A Beer Tasting?
445	Did Nancy Pelosi Say, ‘If You Accept A Check From Trump, You Might As Well Vote For Him’?	Did Nancy Pelosi Say, ‘If You Accept A Check From Trump, You Might As Well Vote For Him’?
446	Did Democrats Introduce A Bill To ‘Euthanize Seniors’ To Save Social Security?	Did Democrats Introduce A Bill To ‘Euthanize Seniors’ To Save Social Security?
447	Does This Photo Show Calgary Muslims Violating Social Distancing Guidelines During Ramadan?	Does This Photo Show Calgary Muslims Violating Social Distancing Guidelines During Ramadan?
448	Viral Crop Circle Photo Manipulated To Suggest Link Between Bill Gates And The Coronavirus	Viral Crop Circle Photo Manipulated To Suggest Link Between Bill Gates And The Coronavirus
449	Viral Post Claims Adam Schiff Will Be Charged With ‘Presidential Harassment’	Viral Post Claims Adam Schiff Will Be Charged With ‘Presidential Harassment’
450	Did Pope Francis Say, ‘God Will Abandon America If Trump Is Re-Elected’?	Did Pope Francis Say, ‘God Will Abandon America If Trump Is Re-Elected’?
451	‘False COVID-19 Cases In Nigeria’ – Did CNN Air This News Chyron?	‘False COVID-19 Cases In Nigeria’ – Did CNN Air This News Chyron?
452	Did Greta Thunberg Ask The Chinese Government To Stop Using Chopsticks?	Did Greta Thunberg Ask The Chinese Government To Stop Using Chopsticks?
453	Was Queen Elizabeth Found Guilty In The Disappearance Of 10 Canadian Children?	Was Queen Elizabeth Found Guilty In The Disappearance Of 10 Canadian Children?
454	Did Nobel Laureate Tasuku Honjo Say The Coronavirus Was Engineered In A Chinese Lab?	Did Nobel Laureate Tasuku Honjo Say The Coronavirus Was Engineered In A Chinese Lab?
455	Did Barack Obama Say, ‘If The Political Winds Should Shift, I Will Side With The Muslims’?	Did Barack Obama Say, ‘If The Political Winds Should Shift, I Will Side With The Muslims’?
456	Viral Image Claims To Show Donald Trump Shaking Hands With Osama bin Laden	Viral Image Claims To Show Donald Trump Shaking Hands With Osama bin Laden
457	Does This Video Show A Protest In Germany Against The ‘Deep State,’ Bill Gates?	Does This Video Show A Protest In Germany Against The ‘Deep State,’ Bill Gates?
458	Did Donald Trump Tweet, ‘Some Oldies Will Have To Die’?	Did Donald Trump Tweet, ‘Some Oldies Will Have To Die’?
459	Did The Flu Kill 80,000 People In The US In 2019?	Did The Flu Kill 80,000 People In The US In 2019?
460	Did Myrtle Beach Report 220,000 New COVID-19 Cases?	Did Myrtle Beach Report 220,000 New COVID-19 Cases?
461	Did 59 People Die After Drinking Dettol Cleaning Solution In Kenya?	Did 59 People Die After Drinking Dettol Cleaning Solution In Kenya?
462	Does This Photo Show Joe Biden And Michigan Gov. Gretchen Whitmer Violating Social Distancing Guidelines?	Does This Photo Show Joe Biden And Michigan Gov. Gretchen Whitmer Violating Social Distancing Guidelines?
463	Did Nancy Pelosi’s Church Ask Her To Not Come Until She ‘Finds God And Gets Help’?	Did Nancy Pelosi’s Church Ask Her To Not Come Until She ‘Finds God And Gets Help’?
464	Did Alexandria Ocasio-Cortez Say, ‘Jesus Was A Lot Like Trump, Both Con Artists’?	Did Alexandria Ocasio-Cortez Say, ‘Jesus Was A Lot Like Trump, Both Con Artists’?
465	Has Anthony Fauci Ever Sat On Microsoft’s Board?	Has Anthony Fauci Ever Sat On Microsoft’s Board?
466	Viral Post Claims Trump Sent Obama A $214 Million Bill For Vacations That Weren’t ‘Official State Business’	Viral Post Claims Trump Sent Obama A $214 Million Bill For Vacations That Weren’t ‘Official State Business’
467	Viral Image Claims CNN Hasn’t Published A Single Story On Tara Reade’s Accusation Against Joe Biden	Viral Image Claims CNN Hasn’t Published A Single Story On Tara Reade’s Accusation Against Joe Biden
468	Viral Image Claims To Show Bill Gates And Anthony Fauci Violating Social Distancing Guidelines	Viral Image Claims To Show Bill Gates And Anthony Fauci Violating Social Distancing Guidelines
469	Viral Image Claims To Show California Department Of Social Services Letter About Coronavirus Testing	Viral Image Claims To Show California Department Of Social Services Letter About Coronavirus Testing
470	Viral Video Claims To Show Mike Pence Delivering Empty Boxes Of PPE To A Virginia Health Care Center	Viral Video Claims To Show Mike Pence Delivering Empty Boxes Of PPE To A Virginia Health Care Center
471	Does This Video Show The Bodies Of COVID-19 Victims Washing Ashore After Being Dumped In The Sea?	Does This Video Show The Bodies Of COVID-19 Victims Washing Ashore After Being Dumped In The Sea?
472	Viral Post Claims Madagascar Found A ‘Coronavirus Medicine’ That Can ‘Wipe Out The Virus’ In 6 Days	Viral Post Claims Madagascar Found A ‘Coronavirus Medicine’ That Can ‘Wipe Out The Virus’ In 6 Days
473	Does The Australian Government’s COVIDSafe App Track Users’ Locations?	Does The Australian Government’s COVIDSafe App Track Users’ Locations?
474	Were These 9 Democratic Politicians Born 9 Months After The 1947 Roswell UFO Incident?	Were These 9 Democratic Politicians Born 9 Months After The 1947 Roswell UFO Incident?
475	Does This Video Show A Member Of The Maasai Tribe Whipping Kenyans Who Violate The Coronavirus Curfew?	Does This Video Show A Member Of The Maasai Tribe Whipping Kenyans Who Violate The Coronavirus Curfew?
476	Are White South Africans Banned From Receiving Government Aid During The COVID-19 Pandemic?	Are White South Africans Banned From Receiving Government Aid During The COVID-19 Pandemic?
477	Does This Photo Show Joe Biden Posing With Tara Reade?	Does This Photo Show Joe Biden Posing With Tara Reade?
478	Did Over 13 People Die From ‘Dirty Heroin’ In Tucson In A 48-Hour Period?	Did Over 13 People Die From ‘Dirty Heroin’ In Tucson In A 48-Hour Period?
479	Have New York, Nevada And Michigan Banned Hydroxychloroquine Prescriptions For COVID-19 Patients?	Have New York, Nevada And Michigan Banned Hydroxychloroquine Prescriptions For COVID-19 Patients?
480	Viral Image Claims There Is A Pandemic Exactly Every 100 Years	Viral Image Claims There Is A Pandemic Exactly Every 100 Years
481	Do These Photos Show The Bodies Of Pakistani Coronavirus Victims?	Do These Photos Show The Bodies Of Pakistani Coronavirus Victims?
482	Viral Image Claims To Show ‘Center For Global Human Population Reduction’ Sign At Bill And Melinda Gates Foundation Headquarters	Viral Image Claims To Show ‘Center For Global Human Population Reduction’ Sign At Bill And Melinda Gates Foundation Headquarters
483	Did Donald Trump Say, ‘Immigrants, Not Americans, Must Adapt’ Or Leave?	Did Donald Trump Say, ‘Immigrants, Not Americans, Must Adapt’ Or Leave?
484	Viral Image Claims Kentucky Teachers Will Conduct ‘Bedroom Inspections’ For Students	Viral Image Claims Kentucky Teachers Will Conduct ‘Bedroom Inspections’ For Students
485	No, Eating Papaya Salad Cannot Prevent COVID-19 Infection	No, Eating Papaya Salad Cannot Prevent COVID-19 Infection
486	Does This Video Show A Fight Between Kenyan and Chinese Couples In Wuhan?	Does This Video Show A Fight Between Kenyan and Chinese Couples In Wuhan?
487	Does This Video Show People In New Zealand Singing The Names Of God In Islam During The COVID-19 Pandemic?	Does This Video Show People In New Zealand Singing The Names Of God In Islam During The COVID-19 Pandemic?
488	Did Gov Gretchen Whitmer Authorize ‘Lethal Force’ To Enforce Michigan’s Stay-At-Home Order?	Did Gov Gretchen Whitmer Authorize ‘Lethal Force’ To Enforce Michigan’s Stay-At-Home Order?
489	Did Nancy Pelosi Say, ‘Social Security Recipients Are Just A Burden On Society’?	Did Nancy Pelosi Say, ‘Social Security Recipients Are Just A Burden On Society’?
490	No, Minnesota Is Not Allowing Mosques To Stay Open While Churches Must Stay Closed	No, Minnesota Is Not Allowing Mosques To Stay Open While Churches Must Stay Closed
491	No, This Video Does Not Show NYPD Clearing A Jewish Funeral With A Water Cannon	No, This Video Does Not Show NYPD Clearing A Jewish Funeral With A Water Cannon
492	‘His Brain? No. His Heart’ – Is This A Real Joe Biden Campaign Ad?	‘His Brain? No. His Heart’ – Is This A Real Joe Biden Campaign Ad?
493	Did Trey Gowdy Write This Coronavirus Conspiracy Theory?	Did Trey Gowdy Write This Coronavirus Conspiracy Theory?
494	Does This Video Show The FBI Seizing Coronavirus-Infected Face Masks Sent From China?	Does This Video Show The FBI Seizing Coronavirus-Infected Face Masks Sent From China?
495	Does This Video Show Defective Medical Gowns Made In China?	Does This Video Show Defective Medical Gowns Made In China?
496	Can Mosquitoes Spread Coronavirus ‘From Person To Person’?	Can Mosquitoes Spread Coronavirus ‘From Person To Person’?
497	Did Doctors Describe Boris Johnson’s Coronavirus Symptoms As ‘Contrived’?	Did Doctors Describe Boris Johnson’s Coronavirus Symptoms As ‘Contrived’?
498	Viral Video Claims To Show Kim Jong Un’s Funeral	Viral Video Claims To Show Kim Jong Un’s Funeral
499	Did Nancy Pelosi Delete A Tweet Urging People To Visit San Francisco’s Chinatown?	Did Nancy Pelosi Delete A Tweet Urging People To Visit San Francisco’s Chinatown?
500	Is Bill Gates ‘Advocating For Church Gatherings To Never Return’?	Is Bill Gates ‘Advocating For Church Gatherings To Never Return’?
501	Did Actor Lee Majors Die And Leave The Trump Campaign $6 Million In His Will?	Did Actor Lee Majors Die And Leave The Trump Campaign $6 Million In His Will?
502	Are Toledo Police Using A Tank For ‘Rounding People Up’ That Violate Ohio’s Stay-At-Home Order?	Are Toledo Police Using A Tank For ‘Rounding People Up’ That Violate Ohio’s Stay-At-Home Order?
503	Can Burning Neem Leaves Prevent Coronavirus Infection?	Can Burning Neem Leaves Prevent Coronavirus Infection?
504	Viral Image Claims To Show Italian Doctors Who Have Died From Coronavirus	Viral Image Claims To Show Italian Doctors Who Have Died From Coronavirus
505	Viral Video Claims To Show Mass Grave For Coronavirus Victims In Italy	Viral Video Claims To Show Mass Grave For Coronavirus Victims In Italy
506	Was Mike Pence Pictured Waving A Confederate Flag?	Was Mike Pence Pictured Waving A Confederate Flag?
507	Does This Video Show Brooklyn Residents Singing ‘Juicy’ During The Coronavirus Pandemic?	Does This Video Show Brooklyn Residents Singing ‘Juicy’ During The Coronavirus Pandemic?
508	Did Michelle Obama Call Trump The ‘Dumbest President In US History’ In An Interview With Oprah Winfrey?	Did Michelle Obama Call Trump The ‘Dumbest President In US History’ In An Interview With Oprah Winfrey?
509	Were Thousands Of Birds Killed By Coronavirus Or 5G Networks In Italy?	Were Thousands Of Birds Killed By Coronavirus Or 5G Networks In Italy?
510	Viral Image Claims To Show Tank Deployed In Toronto During The Coronavirus Pandemic	Viral Image Claims To Show Tank Deployed In Toronto During The Coronavirus Pandemic
511	Is Tim Hortons Giving Away $50 Coupons To Celebrate Its 56th Anniversary?	Is Tim Hortons Giving Away $50 Coupons To Celebrate Its 56th Anniversary?
512	Viral Image Gives Inaccurate Instructions For Wearing Surgical Masks	Viral Image Gives Inaccurate Instructions For Wearing Surgical Masks
513	Does This Video Show A Tsunami Hitting China During The Coronavirus Pandemic?	Does This Video Show A Tsunami Hitting China During The Coronavirus Pandemic?
514	Viral Image Claims Dollar Tree Is Offering Free Shopping Sprees To 100 Families	Viral Image Claims Dollar Tree Is Offering Free Shopping Sprees To 100 Families
515	No, This Video Of Body Bags Is Not From A New York Hospital	No, This Video Of Body Bags Is Not From A New York Hospital
516	Did PBS Donate $25 Million To The Democratic National Committee?	Did PBS Donate $25 Million To The Democratic National Committee?
517	Did 44 Senators Vote Against Sending Americans Coronavirus Stimulus Payments?	Did 44 Senators Vote Against Sending Americans Coronavirus Stimulus Payments?
518	Has India’s Government Banned People From Posting About COVID-19 On Social Media?	Has India’s Government Banned People From Posting About COVID-19 On Social Media?
519	Viral Video Claims To Show People In China Tearing Down A 5G Pole To Stop COVID-19	Viral Video Claims To Show People In China Tearing Down A 5G Pole To Stop COVID-19
520	Does This Image Show Blankets Infected With Coronavirus Being Shipped From China To Africa?	Does This Image Show Blankets Infected With Coronavirus Being Shipped From China To Africa?
521	Does This Video Show Italian Police Arresting A Man For Violating The Coronavirus Lockdown?	Does This Video Show Italian Police Arresting A Man For Violating The Coronavirus Lockdown?
522	Is Kohl’s Offering Free Shopping Sprees To 80 Families, As This Facebook Post Claims?	Is Kohl’s Offering Free Shopping Sprees To 80 Families, As This Facebook Post Claims?
523	Is McDonald’s Offering 2 Free Big Mac Meals To Everyone Who Shares This Link?	Is McDonald’s Offering 2 Free Big Mac Meals To Everyone Who Shares This Link?
524	Viral Image Offers False Tips On How To Avoid And Self-Test For Coronavirus	Viral Image Offers False Tips On How To Avoid And Self-Test For Coronavirus
525	Did This Italian Priest Die From COVID-19 After Giving His Ventilator To A Younger Patient?	Did This Italian Priest Die From COVID-19 After Giving His Ventilator To A Younger Patient?
526	No, Eating Alkaline Foods Won’t ‘Beat’ Coronavirus	No, Eating Alkaline Foods Won’t ‘Beat’ Coronavirus
527	Did Trump Say His COVID-19 Test Was ‘Hugely Perfectly Negative’?	Did Trump Say His COVID-19 Test Was ‘Hugely Perfectly Negative’?
528	Did Bill Withers Call Donald Trump A ‘Great Man’ Before He Died?	Did Bill Withers Call Donald Trump A ‘Great Man’ Before He Died?
529	Hoax Letter Claims Missouri Public School Students Must Repeat The School Year Due To COVID-19 Closures	Hoax Letter Claims Missouri Public School Students Must Repeat The School Year Due To COVID-19 Closures
530	Did Walmart Introduce A Staggered Shopping Schedule By Age Amid The Coronavirus Pandemic?	Did Walmart Introduce A Staggered Shopping Schedule By Age Amid The Coronavirus Pandemic?
531	‘In The Time Of Pandemic’ – Was This Poem Written In 1869 And Reprinted During The Spanish Influenza?	‘In The Time Of Pandemic’ – Was This Poem Written In 1869 And Reprinted During The Spanish Influenza?
532	Does This Video Show An Orangutan That Learned To Wash Its Hands During The Coronavirus Pandemic?	Does This Video Show An Orangutan That Learned To Wash Its Hands During The Coronavirus Pandemic?
533	Was An Italian Doctor Arrested For Murdering Over 3,000 Coronavirus Patients?	Was An Italian Doctor Arrested For Murdering Over 3,000 Coronavirus Patients?
534	Did The Kennedy Center Donate $5 Million To The Democratic National Committee?	Did The Kennedy Center Donate $5 Million To The Democratic National Committee?
535	Did Ocasio-Cortez Say, ‘The Only Reason Trump Is Keeping His Campaign Promises Is To Influence The Outcome Of The Election’?	Did Ocasio-Cortez Say, ‘The Only Reason Trump Is Keeping His Campaign Promises Is To Influence The Outcome Of The Election’?
536	Viral Video Claims To Show Looting In Mexico During The Coronavirus Pandemic	Viral Video Claims To Show Looting In Mexico During The Coronavirus Pandemic
537	Has Jimmy Carter Endorsed Bernie Sanders For President?	Has Jimmy Carter Endorsed Bernie Sanders For President?
538	Is The Ronald Reagan Presidential Library In Danger Of Closing Permanently Due To Coronavirus?	Is The Ronald Reagan Presidential Library In Danger Of Closing Permanently Due To Coronavirus?
539	Viral Image Claims To Show Train Car With COVID-19 Marking	Viral Image Claims To Show Train Car With COVID-19 Marking
540	Viral Video Claims To Show The BronxCare Health System Hospital On Fire	Viral Video Claims To Show The BronxCare Health System Hospital On Fire
541	Viral Image Claims Beijing And Shanghai Haven’t Had Any Coronavirus Cases	Viral Image Claims Beijing And Shanghai Haven’t Had Any Coronavirus Cases
542	No, Trains Moving Military Equipment Do Not Mean Martial Law Is Coming	No, Trains Moving Military Equipment Do Not Mean Martial Law Is Coming
543	Does Every Election Year Coincide With A Disease Outbreak?	Does Every Election Year Coincide With A Disease Outbreak?
544	Is Amazon Suspending All Deliveries Except For Medical Supplies Due To Coronavirus?	Is Amazon Suspending All Deliveries Except For Medical Supplies Due To Coronavirus?
545	Viral Image Claims Coronavirus Cannot Spread In Areas With Warm Climates	Viral Image Claims Coronavirus Cannot Spread In Areas With Warm Climates
546	Did An Italian Company Threaten To Sue Two Men For 3D Printing Valves For A Respiratory Device?	Did An Italian Company Threaten To Sue Two Men For 3D Printing Valves For A Respiratory Device?
547	Did Buckingham Palace Confirm Queen Elizabeth Tested Positive For Coronavirus?	Did Buckingham Palace Confirm Queen Elizabeth Tested Positive For Coronavirus?
548	Did Alexandria Ocasio-Cortez Say, ‘There Are Homeless People Out There Who Can’t Pay Their Mortgage’?	Did Alexandria Ocasio-Cortez Say, ‘There Are Homeless People Out There Who Can’t Pay Their Mortgage’?
549	Will Chicago Mayor Lori Lightfoot Ban The Sale Of Alcohol Starting In April?	Will Chicago Mayor Lori Lightfoot Ban The Sale Of Alcohol Starting In April?
550	Has Illinois Governor J.B. Pritzker Closed All K-12 Schools For The Rest Of The Year?	Has Illinois Governor J.B. Pritzker Closed All K-12 Schools For The Rest Of The Year?
551	Text Message Falsely Claims The Federal Government Plans To Institute 30 Days Of Martial Law To Curb The Spread Of Coronavirus	Text Message Falsely Claims The Federal Government Plans To Institute 30 Days Of Martial Law To Curb The Spread Of Coronavirus
552	Viral Image Falsely Claims COVID-19 Stands For ‘Chinese Originated Viral Infectious Disease’	Viral Image Falsely Claims COVID-19 Stands For ‘Chinese Originated Viral Infectious Disease’
553	Viral Video Claims To Show Joe Biden Endorsing Donald Trump	Viral Video Claims To Show Joe Biden Endorsing Donald Trump
